Rank,Name,Platform,Year,Genre,Publisher,,,,,,,,
345,Zelda II: The Adventure of Link,NES,1988,Adventure,Nintendo,,,,,,,,
346,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,,,,,,,,
347,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,,,,,,,,
348,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,,,,,,,,
349,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,,,,,,,,
350,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,,,,,,,,
351,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,,,,,,,,
352,Watch Dogs,PS4,2014,Action-Adventure,Ubisoft,,,,,,,,
353,Starbound,PC,2014,Misc,"Infocom, Inc.",,,,,,,,
354,Asteroids,2600,1981,Shooter,Atari,,,,,,,,
355,Dragon Quest VII,PS,2001,Role-Playing,Enix,,,,,,,,
356,Monster Hunter Generations,3DS,2016,Action,Capcom,,,,,,,,
357,Mario Tennis Aces,NS,2018,Sports,Nintendo,,,,,,,,
358,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,,,,,,,,
359,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,,,,,,,,
360,God of War II,PS2,2007,Action,Sony Computer Entertainment,,,,,,,,
361,The Legend of Zelda: A Link Between Worlds,3DS,2013,Adventure,Nintendo,,,,,,,,
362,Namco Museum,GBA,2001,Misc,Namco,,,,,,,,
363,Super Paper Mario,Wii,2007,Platform,Nintendo,,,,,,,,
364,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,,,,,,,,
365,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,,,,,,,,
366,FIFA Soccer 06,PS2,2005,Sports,EA Sports,,,,,,,,
367,Counter-Strike,PC,2000,Misc,Sierra Studios,,,,,,,,
368,Monster Hunter 4 Ultimate,3DS,2015,Role-Playing,Capcom,,,,,,,,
369,Street Fighter IV,PS3,2009,Fighting,Capcom,,,,,,,,
370,7 Days to Die,PC,2013,Action,The Fun Pimps,,,,,,,,
371,FIFA Soccer 12,X360,2011,Sports,EA Sports,,,,,,,,
372,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,,,,,,,,
373,Teenage Mutant Ninja Turtles,NES,1989,Platform,Ultra Games,,,,,,,,
374,Excitebike,NES,1985,Racing,Nintendo,,,,,,,,
375,Just Cause 2,PC,2010,Action,Eidos Interactive,,,,,,,,
376,Frogger,PS,1997,Action,Hasbro Interactive,,,,,,,,
377,FIFA 14,X360,2013,Sports,EA Sports,,,,,,,,
378,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,,,,,,,,
379,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,,,,,,,,
380,Destiny 2,PS4,2017,Shooter,Activision,,,,,,,,
381,Madden NFL 2003,PS2,2002,Sports,EA Sports,,,,,,,,
382,Donkey Kong Country: Tropical Freeze,NS,2018,Platform,Nintendo,,,,,,,,
383,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,,,,,,,,
384,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive,,,,,,,,
385,FIFA 07 Soccer,PS2,2006,Sports,EA Sports,,,,,,,,
386,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,,,,,,,,
387,Street Fighter II Turbo,SNES,1993,Fighting,Capcom,,,,,,,,
388,The Sims 4,PC,2014,Simulation,Electronic Arts,,,,,,,,
389,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,Sony Computer Entertainment,,,,,,,,
390,Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,,,,,,,,
391,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,,,,,,,,
392,Assassin's Creed Origins,PS4,2017,Action,Ubisoft,,,,,,,,
393,Carnival Games,Wii,2007,Misc,Global Star Software,,,,,,,,
394,Far Cry 4,PS4,2014,Shooter,Ubisoft,,,,,,,,
395,World Soccer Winning Eleven 9,PS2,2006,Sports,Konami,,,,,,,,
396,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,,,,,,,,
397,Namco Museum Vol.3,PS,1997,Misc,Namco,,,,,,,,
398,Tekken Tag Tournament,PS2,2000,Fighting,Namco,,,,,,,,
399,Super Mario Maker,WiiU,2015,Platform,Nintendo,,,,,,,,
400,Golf,NES,1985,Sports,Nintendo,,,,,,,,
401,DayZ,PC,2012,Action-Adventure,Bohemia Interactive,,,,,,,,
402,Diablo II,PC,2000,Role-Playing,Blizzard Entertainment,,,,,,,,
403,Disney's Aladdin,GEN,1993,Platform,Sega,,,,,,,,
404,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,,,,,,,,
405,Frogger,2600,1982,Action,Parker Bros.,,,,,,,,
406,God of War III Remastered,PS4,2015,Action,Sony Computer Entertainment,,,,,,,,
407,Hyrule Warriors: Age of Calamity,NS,2020,Action,Nintendo,,,,,,,,
408,Monster Hunter: World,PS4,2018,Action,Capcom,,,,,,,,
409,Pitfall!,2600,1982,Platform,Activision,,,,,,,,
410,Star Fox 64,N64,1997,Shooter,Nintendo,,,,,,,,
411,Super Mario Run,iOS,2016,Action,Nintendo,,,,,,,,
412,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,,,,,,,,
413,Who Wants to be a Millionaire,PC,1999,Misc,Disney Interactive Studios,,,,,,,,
414,Zoo Tycoon,PC,2001,Strategy,Microsoft,,,,,,,,
415,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,,,,,,,,
416,The Legend of Zelda: Oracle of Ages / Seasons,GBC,2001,Adventure,Nintendo,,,,,,,,
417,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,,,,,,,,
418,Kirby Star Allies,NS,2018,Platform,Nintendo,,,,,,,,
419,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco,,,,,,,,
420,NBA 2K16,PS4,2015,Sports,2K Sports,,,,,,,,
421,Far Cry 5,PS4,2018,Action,Ubisoft,,,,,,,,
422,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,,,,,,,,
423,Assassin's Creed IV: Black Flag,PS3,2013,Action-Adventure,Ubisoft,,,,,,,,
424,Battlefield 4,PS4,2013,Shooter,Electronic Arts,,,,,,,,
425,Half-Life 2: Episode One,PC,2006,Shooter,Electronic Arts,,,,,,,,
426,Donkey Kong Land,GB,1995,Platform,Nintendo,,,,,,,,
427,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,,,,,,,,
428,The Legend of Zelda: Skyward Sword HD,NS,2021,Action-Adventure,Nintendo,,,,,,,,
429,Dragon Quest III,NES,1992,Role-Playing,Enix,,,,,,,,
430,Tony Hawk's Underground,PS2,2003,Sports,Activision,,,,,,,,
431,Professor Layton and the Diabolical Box,DS,2009,Adventure,Nintendo,,,,,,,,
432,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,,,,,,,,
433,World Soccer Winning Eleven 8 International,PS2,2005,Sports,Konami,,,,,,,,
434,Cyberpunk 2077,PS4,2020,Action-Adventure,CD Projekt Red Studio,,,,,,,,
435,Namco Museum Vol.1,PS,1996,Misc,Namco,,,,,,,,
436,Resident Evil VII: Biohazard,PS4,2017,Action,Capcom,,,,,,,,
437,The Legend of Zelda: Link's Awakening,GB,1993,Adventure,Nintendo,,,,,,,,
438,Fire Emblem: Three Houses,NS,2019,Role-Playing,Nintendo,,,,,,,,
439,Monster Hunter Freedom Unite,PSP,2009,Role-Playing,Capcom,,,,,,,,
440,Dragon Ball FighterZ,PS4,2018,Fighting,Namco Bandai Games,,,,,,,,
441,Super Mario Maker,3DS,2016,Platform,Nintendo,,,,,,,,
442,Gran Turismo Sport,PS4,2017,Racing,Sony Interactive Entertainment,,,,,,,,
443,Tomodachi Collection,DS,2009,Misc,Nintendo,,,,,,,,
444,LEGO Indiana Jones: The Original Adventures,X360,2008,Adventure,LucasArts,,,,,,,,
445,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,,,,,,,,
446,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,,,,,,,,
447,Pok?on Trading Card Game,GB,2000,Strategy,Nintendo,,,,,,,,
448,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,,,,,,,,
449,FIFA 17,XOne,2016,Sports,Electronic Arts,,,,,,,,
450,Diablo III: Reaper of Souls,PC,2014,Action,Blizzard Entertainment,,,,,,,,
451,FIFA Soccer 2005,PS2,2004,Sports,EA Sports,,,,,,,,
452,The Legend of Zelda: Skyward Sword,Wii,2011,Adventure,Nintendo,,,,,,,,
453,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,,,,,,,,
454,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,,,,,,,,
455,Midnight Club 3: DUB Edition,PSP,2005,Racing,Rockstar Games,,,,,,,,
456,MySims,DS,2007,Simulation,Electronic Arts,,,,,,,,
457,Banjo-Kazooie,N64,1998,Platform,Nintendo,,,,,,,,
458,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,,,,,,,,
459,Battlefield 4,PS3,2013,Shooter,Electronic Arts,,,,,,,,
460,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,,,,,,,,
461,Pok?on Snap,N64,1999,Simulation,Nintendo,,,,,,,,
462,FIFA Soccer 10,PS3,2009,Sports,EA Sports,,,,,,,,
463,Pro Evolution Soccer 2008,PS2,2008,Sports,Konami,,,,,,,,
464,Guitar Hero: World Tour,Wii,2008,Misc,Activision,,,,,,,,
465,BattleBlock Theater,PC,2014,Platform,The Behemoth,,,,,,,,
466,Doom II,PC,1994,Shooter,GT Interactive,,,,,,,,
467,Star Wars Battlefront,PS2,2004,Shooter,LucasArts,,,,,,,,
468,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,,,,,,,,
469,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami,,,,,,,,
470,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,,,,,,,,
471,Star Wars Battlefront II,PS2,2005,Shooter,LucasArts,,,,,,,,
472,Undertale,PC,2015,Role-Playing,Toby Fox,,,,,,,,
473,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,,,,,,,,
474,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,Majesco,,,,,,,,
475,WWF SmackDown!,PS,2000,Fighting,THQ,,,,,,,,
476,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,,,,,,,,
477,Battlefield 4,X360,2013,Shooter,Electronic Arts,,,,,,,,
478,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Rockstar Games,,,,,,,,
479,The Getaway,PS2,2003,Action,Sony Computer Entertainment,,,,,,,,
480,Tomb Raider III: Adventures of Lara Croft,PS,1998,Adventure,Eidos Interactive,,,,,,,,
481,Jump Force,PS4,2019,Fighting,Bandai Namco Entertainment,,,,,,,,
482,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,,,,,,,,
483,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,,,,,,,,
484,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,,,,,,,,
485,Resident Evil 5,X360,2009,Action,Capcom,,,,,,,,
486,FIFA Soccer 11,X360,2010,Sports,EA Sports,,,,,,,,
487,NBA 2K17,PS4,2016,Sports,2K Sports,,,,,,,,
488,Rugrats in Paris: The Movie,PS,2000,Action,THQ,,,,,,,,
489,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,,,,,,,,
490,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,,,,,,,,
491,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,,,,,,,,
492,Kung Fu,NES,1985,Action,Nintendo,,,,,,,,
493,Resident Evil 3: Nemesis,PS,1999,Action,Capcom,,,,,,,,
494,Pok?on Mystery Dungeon: Blue Rescue Team,DS,2006,Role-Playing,Nintendo,,,,,,,,
495,FIFA Soccer 2004,PS2,2003,Sports,EA Sports,,,,,,,,
496,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,,,,,,,,
497,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,,,,,,,,
498,Borderlands,X360,2009,Shooter,2K Games,,,,,,,,
499,Dying Light,PC,2016,Action,Warner Bros. Interactive Entertainment,,,,,,,,
500,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,,,,,,,,
501,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,,,,,,,,
502,Guitar Hero: On Tour,DS,2008,Misc,Activision,,,,,,,,
503,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,,,,,,,,
504,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Studios,,,,,,,,
505,LEGO Batman: The Videogame,X360,2008,Adventure,Warner Bros. Interactive,,,,,,,,
506,Tekken 4,PS2,2002,Fighting,Namco,,,,,,,,
507,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action-Adventure,Nintendo,,,,,,,,
508,FIFA 14,PS4,2013,Sports,EA Sports,,,,,,,,
509,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,,,,,,,,
510,Grand Theft Auto 2,PS,1999,Action,Rockstar Games,,,,,,,,
511,F-1 Race,GB,1991,Racing,Nintendo,,,,,,,,
512,Destiny,XOne,2014,Shooter,Activision,,,,,,,,
513,Spider-Man 2,PS2,2004,Action,Activision,,,,,,,,
514,FIFA Soccer 2003,PS2,2002,Sports,EA Sports,,,,,,,,
515,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,,,,,,,,
516,Gears of War 4,XOne,2016,Shooter,Microsoft Studios,,,,,,,,
517,Tekken: Dark Resurrection,PSP,2006,Fighting,Namco Bandai,,,,,,,,
518,The Legend of Zelda: Majora's Mask,N64,2000,Adventure,Nintendo,,,,,,,,
519,Yoshi's Island DS,DS,2006,Platform,Nintendo,,,,,,,,
520,The Elder Scrolls V: Skyrim Special Edition,PS4,2016,Role-Playing,Bethesda Softworks,,,,,,,,
521,Watch Dogs 2,PS4,2016,Action,Ubisoft,,,,,,,,
522,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,,,,,,,,
523,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,,,,,,,,
524,Paper Mario: The Origami King,NS,2020,Action-Adventure,Nintendo,,,,,,,,
525,Assassin's Creed IV: Black Flag,X360,2013,Action-Adventure,Ubisoft,,,,,,,,
526,NBA 2K18,PS4,2017,Sports,2K Sports,,,,,,,,
527,Luigi's Mansion,GC,2001,Action,Nintendo,,,,,,,,
528,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,,,,,,,,
529,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,,,,,,,,
530,Max Payne,PS2,2001,Shooter,Rockstar Games,,,,,,,,
531,Dead Rising 3,XOne,2013,Action,Microsoft Studios,,,,,,,,
532,Madden NFL 16,PS4,2015,Sports,EA Sports,,,,,,,,
533,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,,,,,,,,
534,Dark Souls: Prepare to Die Edition,PC,2012,Role-Playing,Namco Bandai Games,,,,,,,,
535,Half-Life 2: Episode Two,PC,2007,Shooter,Valve Software,,,,,,,,
536,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,,,,,,,,
537,Madden NFL 17,PS4,2016,Sports,EA Sports,,,,,,,,
538,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,,,,,,,,
539,Far Cry 3,PS3,2012,Shooter,Ubisoft,,,,,,,,
540,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,,,,,,,,
541,True Crime: Streets of LA,PS2,2003,Action,Activision,,,,,,,,
542,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,,,,,,,,
543,FIFA 16,XOne,2015,Sports,EA Sports,,,,,,,,
544,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,,,,,,,,
545,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,,,,,,,,
546,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,,,,,,,,
547,L.A. Noire,PS3,2011,Adventure,Rockstar Games,,,,,,,,
548,Baseball,NES,1985,Sports,Nintendo,,,,,,,,
549,Dragon Quest IV,NES,1992,Role-Playing,Enix,,,,,,,,
550,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix,,,,,,,,
551,Killer Instinct,SNES,1995,Fighting,Nintendo,,,,,,,,
552,Perfect Dark,N64,2000,Shooter,Rare,,,,,,,,
553,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,,,,,,,,
554,Assassin's Creed IV: Black Flag,PS4,2013,Action-Adventure,Ubisoft,,,,,,,,
555,Personal Trainer: Cooking,DS,2008,Misc,Nintendo,,,,,,,,
556,Assassin's Creed Odyssey,PS4,2018,Action-Adventure,Ubisoft,,,,,,,,
557,Enter the Matrix,PS2,2003,Action,Atari,,,,,,,,
558,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,,,,,,,,
559,Sonic Heroes,PS2,2004,Platform,Sega,,,,,,,,
560,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,,,,,,,,
561,FIFA 18,XOne,2017,Sports,EA Sports,,,,,,,,
562,FIFA Soccer 08,PS2,2007,Sports,EA Sports,,,,,,,,
563,Spider-Man,PS,2000,Action,Activision,,,,,,,,
564,Star Wars Episode I Racer,N64,1999,Racing,LucasArts,,,,,,,,
565,Tekken 6,PS3,2009,Fighting,Namco Bandai,,,,,,,,
566,Yoshi,GB,1992,Puzzle,Nintendo,,,,,,,,
567,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,,,,,,,,
568,Resident Evil 6,PS3,2012,Action,Capcom,,,,,,,,
569,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Bethesda Softworks,,,,,,,,
570,Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,Ubisoft,,,,,,,,
571,NBA 2K13,X360,2012,Sports,2K Sports,,,,,,,,
572,Titanfall,XOne,2014,Shooter,Electronic Arts,,,,,,,,
573,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,,,,,,,,
574,World Class Track Meet,NES,1987,Sports,Bandai,,,,,,,,
575,LEGO Batman: The Videogame,Wii,2008,Adventure,Warner Bros. Interactive,,,,,,,,
576,Madden NFL 2002,PS2,2001,Sports,EA Sports,,,,,,,,
577,Donkey Kong,GB,1994,Platform,Nintendo,,,,,,,,
578,New Super Luigi U,WiiU,2013,Action,Nintendo,,,,,,,,
579,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,,,,,,,,
580,Saints Row 2,X360,2008,Action,THQ,,,,,,,,
581,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,,,,,,,,
582,Borderlands 2,X360,2013,Shooter,2K Games,,,,,,,,
583,LEGO Batman: The Videogame,DS,2008,Adventure,Warner Bros. Interactive,,,,,,,,
584,Fire Emblem Fates,3DS,2016,Role-Playing,Nintendo,,,,,,,,
585,Kung Fu Panda,X360,2008,Platform,Activision,,,,,,,,
586,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,,,,,,,,
587,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,,,,,,,,
588,Rayman,PS,1995,Platform,Ubisoft,,,,,,,,
589,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,,,,,,,,
590,Professor Layton and the Unwound Future,DS,2010,Adventure,Nintendo,,,,,,,,
591,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,,,,,,,,
592,Yoshi's Crafted World,NS,2019,Platform,Nintendo,,,,,,,,
593,Age of Empires,PC,1997,Strategy,Microsoft,,,,,,,,
594,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,,,,,,,,
595,Crysis,PC,2007,Shooter,Electronic Arts,,,,,,,,
596,Dishonored,PC,2013,Action,Bethesda Softworks,,,,,,,,
597,Fable,XB,2004,Role-Playing,Microsoft Game Studios,,,,,,,,
598,Final Fantasy XVI,PS5,2023,Role-Playing,Square Enix,,,,,,,,
599,Gears of War 3,X360,2011,Shooter,Microsoft Studios,,,,,,,,
600,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,,,,,,,,
601,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,,,,,,,,
602,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,,,,,,,,
603,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,,,,,,,,
604,Left 4 Dead,X360,2008,Shooter,Valve Corporation,,,,,,,,
605,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,,,,,,,,
606,Metroid Dread,NS,2021,Platform,Nintendo,,,,,,,,
607,MotorStorm,PS3,2007,Racing,Sony Computer Entertainment,,,,,,,,
608,Sid Meier's Civilization IV,PC,2005,Strategy,2K Games,,,,,,,,
609,Sonic and the Secret Rings,Wii,2007,Platform,Sega,,,,,,,,
610,Sonic Rush,DS,2005,Platform,Sega,,,,,,,,
611,Space Engineers,PC,2019,Simulation,Keen Software House,,,,,,,,
612,Squad,PC,2015,Shooter,Offworld Industries,,,,,,,,
613,Torchlight II,PC,2012,Role-Playing,Runic Games,,,,,,,,
614,V Rising,PC,2022,Action-Adventure,Stunlock Studios,,,,,,,,
615,Warcraft II: Tides of Darkness,PC,1995,Strategy,Blizzard Entertainment,,,,,,,,
616,Warcraft II: Tides of Darkness,PC,1996,Strategy,Blizzard Entertainment,,,,,,,,
617,WWE SmackDown! vs. Raw 2006,PS2,2005,Fighting,THQ,,,,,,,,
618,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,,,,,,,,
619,Star Fox,SNES,1993,Shooter,Nintendo,,,,,,,,
620,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,,,,,,,,
621,World Soccer Winning Eleven 6 International,PS2,2003,Sports,Konami,,,,,,,,
622,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,,,,,,,,
623,Style Savvy,DS,2009,Simulation,Nintendo,,,,,,,,
624,Far Cry 3,X360,2012,Shooter,Ubisoft,,,,,,,,
625,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,,,,,,,,
626,Super Meat Boy,PC,2010,Platform,Unknown,,,,,,,,
627,Yokai Watch,3DS,2015,Role-Playing,Nintendo,,,,,,,,
628,The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,Nintendo,,,,,,,,
629,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,,,,,,,,
630,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,,,,,,,,
631,Street Fighter IV,X360,2009,Fighting,Capcom,,,,,,,,
632,Wave Race 64,N64,1996,Racing,Nintendo,,,,,,,,
633,Pac-Man Collection,GBA,2001,Puzzle,Namco,,,,,,,,
634,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,,,,,,,,
635,Donkey Kong Country Returns 3D,3DS,2013,Platform,Nintendo,,,,,,,,
636,Pok?on Ranger,DS,2006,Role-Playing,Nintendo,,,,,,,,
637,Madden NFL 13,X360,2012,Sports,EA Sports,,,,,,,,
638,Doom (2016),PS4,2016,Shooter,Bethesda Softworks,,,,,,,,
639,FIFA 15,X360,2014,Sports,EA Sports,,,,,,,,
640,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,,,,,,,,
641,Counter-Strike: Condition Zero,PC,2004,Shooter,Sierra Entertainment,,,,,,,,
642,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,,,,,,,,
643,Final Fantasy III,SNES,1994,Role-Playing,Square,,,,,,,,
644,Nioh,PS4,2017,Action,Sony Interactive Entertainment,,,,,,,,
645,Mortal Kombat (2011),PS3,2011,Fighting,Warner Bros. Interactive Entertainment,,,,,,,,
646,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,,,,,,,,
647,Cooking Mama: Cook Off,Wii,2007,Simulation,Majesco,,,,,,,,
648,Hot Shots Golf 3,PS2,2002,Sports,Sony Computer Entertainment,,,,,,,,
649,Sega Superstars Tennis,X360,2008,Sports,Sega,,,,,,,,
650,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,,,,,,,,
651,Subnautica,PC,2018,Adventure,Unknown Worlds Entertainment,,,,,,,,
652,Colin McRae Rally,PS,2000,Racing,Sony Computer Entertainment,,,,,,,,
653,Imagine: Babyz,DS,2007,Simulation,Ubisoft,,,,,,,,
654,Mafia III,PS4,2016,Action-Adventure,2K Games,,,,,,,,
655,Prison Architect,PC,2015,Simulation,Introversion Software,,,,,,,,
656,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Bethesda Softworks,,,,,,,,
657,F-Zero,SNES,1991,Racing,Nintendo,,,,,,,,
658,The Walking Dead: A Telltale Games Series,PC,2012,Adventure,Telltale Games,,,,,,,,
659,Yoshi's Story,N64,1998,Platform,Nintendo,,,,,,,,
660,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,,,,,,,,
661,Metroid Prime,GC,2002,Shooter,Nintendo,,,,,,,,
662,Yoshi's Island: Super Mario Advance 3,GBA,2002,Platform,Nintendo,,,,,,,,
663,BioShock,X360,2007,Shooter,2K Games,,,,,,,,
664,Madden NFL 10,X360,2009,Sports,EA Sports,,,,,,,,
665,WWE SmackDown! vs. Raw,PS2,2004,Fighting,THQ,,,,,,,,
666,Zumba Fitness 2,Wii,2011,Sports,Majesco,,,,,,,,
667,The Legend of Zelda: A Link to the Past,GBA,2002,Adventure,Nintendo,,,,,,,,
668,Diablo III: Ultimate Evil Edition,PS4,2014,Role-Playing,Blizzard Entertainment,,,,,,,,
669,Finding Nemo,GBA,2003,Platform,THQ,,,,,,,,
670,Gran Turismo (PSP),PSN,2009,Racing,Sony Computer Entertainment,,,,,,,,
671,Medal of Honor,PS3,2010,Shooter,Electronic Arts,,,,,,,,
672,Hitman: Absolution,PC,2012,Action,Square Enix,,,,,,,,
673,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,,,,,,,,
674,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,,,,,,,,
675,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,,,,,,,,
676,Baldur's Gate,PC,1998,Role-Playing,Interplay,,,,,,,,
677,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix,,,,,,,,
678,Infestation: Survivor Stories,PC,,Action-Adventure,Unknown,,,,,,,,
679,Madden NFL 07,PS2,2006,Sports,EA Sports,,,,,,,,
680,Magicka,PC,2011,Role-Playing,Paradox Interactive,,,,,,,,
681,Trine 2,PC,2011,Platform,Frozenbyte,,,,,,,,
682,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,,,,,,,,
683,Hot Shots Golf,PS,1998,Sports,Sony Computer Entertainment,,,,,,,,
684,Mortal Kombat Trilogy,PS,1996,Fighting,Midway Games,,,,,,,,
685,NBA Street,PS2,2001,Sports,EA Sports BIG,,,,,,,,
686,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,,,,,,,,
687,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,,,,,,,,
